lsoa_code,intercept,curio_canopy_percentage,Population Density;Persons per hectare;2012,owner_occupied
E01001463,6.8142185844471825,-0.03333037185450059,-0.002013703395447824,-0.021358181011477288
E01001464,6.691137399526771,-0.027191243961822067,-0.001864412917542926,-0.020855976088842487
E01001465,6.7571049265271785,-0.03328733468874227,-0.0020552398329841343,-0.02046120086848687
E01001466,6.742617266547174,-0.028891830224874175,-0.0023715808448736123,-0.020120754660901734
E01001467,6.755367203771491,-0.03043986661964572,-0.002356851441663377,-0.020254290273552144
E01001468,8.02173926476362,-0.034879533602218,-0.00819191760276997,-0.03265384338987982
E01001469,7.994151194635964,-0.035863608167096515,-0.008263493016752714,-0.031653647799893735
E01001470,8.045068422541068,-0.03420783941099663,-0.0075862888962123735,-0.034169389874923954
E01001471,8.087286787360565,-0.036112730108850674,-0.008115729280603445,-0.03318564408381853
E01001472,8.05767771229911,-0.03707968153695634,-0.0081462853319496,-0.032245802418345966
E01001473,7.832627002686582,-0.02861941188116206,-0.007375058814562971,-0.033929330853467644
E01001474,8.105662485513452,-0.03669532892811483,-0.007870605375648222,-0.033507148612449876
E01001475,7.479457271194927,-0.017807250261674904,-0.007511832926645501,-0.03324690982888703
E01001476,6.148687247086233,-0.023378109147538878,-0.00024357962940896316,-0.015189299268160936
E01001477,5.927492553201369,-0.004749929150399165,-0.0005019239895053644,-0.01514864706895834
E01001478,6.487316445524993,-0.02868384833289866,-0.0009878064346405314,-0.01877977502036844
E01001479,6.184831350046043,-0.020677437583566632,-4.0128152107831924e-05,-0.017096350971997916
E01001480,6.436398457636653,-0.024310919926170415,-0.0005958456424255002,-0.01975032945542171
E01001481,5.891089102723527,-0.0028161622475849635,-0.0003477472251553204,-0.015256017522236183
E01001482,6.0773094294965535,-0.01682890701932977,9.791790565173535e-06,-0.016071634698445733
E01001483,5.792267993534443,0.004211169457614308,-0.0003884988965099836,-0.014860091028001659
E01001484,6.344690358017599,-0.027601139870890235,-0.0006399243210093168,-0.017090569596496553
E01001485,6.156142184586766,-0.011506797436435498,-0.0004109658720788155,-0.017923662628379022
E01001486,6.059043303457783,-0.0050024908680167506,-0.0008884883555583135,-0.0160742849985118
E01001487,6.123165496007516,-0.014943224304964201,-8.716637282908755e-05,-0.017246129053320652
E01001488,6.284975673420205,-0.018895783976673942,-0.0002977052474920751,-0.018934191721548487
E01001489,6.025095157553432,-0.009892998534552184,-8.330890386105613e-05,-0.01658015970731054
E01001491,6.218228830610755,-0.015326072493655616,-0.00025811395971247,-0.018635646806955196
E01001492,6.044274977376539,-0.006905703714281491,-0.0004623853613937518,-0.016663251810431115
E01001493,6.795415949298537,-0.038323210392048467,-0.0015756064558650475,-0.02116501931420564
E01001494,6.741779266982335,-0.03739727602883799,-0.0016146094867657427,-0.020279040781348165
E01001495,6.839815517817677,-0.03794813054376442,-0.001692425085027316,-0.021975109332090258
E01001496,6.705215018086589,-0.03830710601145028,-0.00130233175371498,-0.02003086030499921
E01001497,6.761426564701586,-0.0359322534762912,-0.001813758781260782,-0.020509346993324525
E01001498,6.863378901362133,-0.03703242717201225,-0.0017936239709665984,-0.022546699662221177
E01001499,6.6186713193895725,-0.034919142071048355,-0.0013747338227165279,-0.019240904011571115
E01001500,6.788927356333669,-0.03721268566136874,-0.0014151971746002574,-0.02162213537419808
E01001501,6.999183520151976,-0.031558542463101566,-0.0027670935349558994,-0.025298204190181233
E01001502,6.083852648266635,-0.010061646921253983,-0.0009478723345387532,-0.015885063496927324
E01001503,6.339867786784609,-0.03012669404293259,-0.000732996979403737,-0.01617254570750615
E01001504,6.1737154956767455,-0.008902274149588552,-0.0017368832451615315,-0.016180775521963404
E01001505,6.381486636709749,-0.020415078127648388,-0.0019232346694084107,-0.017157296743767928
E01001506,5.973636104990509,-0.0019390143215307631,-0.0014758694318108764,-0.014470646455149012
E01001507,6.245653847296708,-0.016448532585497708,-0.001395137464405926,-0.01650514817974979
E01001508,6.397856817417617,-0.029863829276418764,-0.0012041584528474745,-0.016495744298331526
E01001509,6.050987025855982,-0.005089444254662789,-0.001415748894775892,-0.015398027053102626
E01001510,5.940352507291289,-0.001358159893821237,-0.001205026241554677,-0.014621976768459118
E01001511,6.987348668496429,-0.0289351951071923,-0.004138752483655538,-0.022457848456289058
E01001512,7.706336935277638,-0.0370395578105583,-0.007388728110120462,-0.027585397346361368
E01001513,6.677955113993481,-0.02259747779493273,-0.003533270689696588,-0.01960615181919351
E01001514,7.371765298160393,-0.0341558153878271,-0.005412678642356544,-0.025469493975307067
E01001515,6.836867190453862,-0.03107638447904116,-0.0028540391842229234,-0.02118030833815271
E01001516,6.742941421257743,-0.024964433593422684,-0.0038814037484809706,-0.019725754749271168
E01001517,6.576243471676406,-0.023600809720266014,-0.003068012924223905,-0.018228090530241988
E01001518,7.462680671057278,-0.033879982024200214,-0.006748462272946654,-0.02554405592383013
E01001519,7.198396276951767,-0.020857763260312846,-0.005548627810844876,-0.02951266919070805
E01001520,7.189402317560789,-0.020519074845943914,-0.005145916665423457,-0.030174476040756307
E01001521,7.2404021097366735,-0.023083387584709052,-0.005383431060857619,-0.029362764491131326
E01001522,7.646742016380337,-0.02365052341783655,-0.007315705550507626,-0.033614107895360255
E01001523,7.415956375731007,-0.023122199020983145,-0.0059038074526473056,-0.03193349028287713
E01001524,7.107161370249887,-0.016871140116212786,-0.005181157550183663,-0.030287360830830175
E01001525,7.0946988182870925,-0.016239150795121903,-0.005238047073463068,-0.02987515757734505
E01001526,7.216916593535553,-0.021064213245012967,-0.004924253727846822,-0.03075324335267208
E01001527,7.025378249130786,-0.02533018101162768,-0.00346290879680612,-0.02702962993445449
E01001528,7.011019129133342,-0.01567704415976105,-0.005990741898269663,-0.02619335731517065
E01001529,7.00285700861135,-0.015573064527361707,-0.006079425174125637,-0.025916072216594064
E01001530,7.050723335641663,-0.017156457967009636,-0.005079081952248976,-0.027884141385377193
E01001531,7.1908259928371026,-0.0279403011844164,-0.003976917685593319,-0.028330181496809787
E01001532,7.184830015321071,-0.02640237998529373,-0.004239661292968618,-0.02843394989745723
E01001533,7.16778719759968,-0.02194412641003285,-0.005247267713242763,-0.028306321108851524
E01001534,7.072827396331468,-0.017624057011464404,-0.00580976168899868,-0.02702963950353454
E01001535,7.038389600427082,-0.01998900494758464,-0.004367905510191947,-0.02792167053555259
E01001536,7.925549804744154,-0.03711052955150042,-0.008241876397544123,-0.030116168337402282
E01001537,7.103963102702508,-0.029720849426872434,-0.0057897241453580715,-0.02221221130332323
E01001538,7.220382121786229,-0.031182131912899116,-0.006298141202548746,-0.02305888514737293
E01001539,7.369695372080236,-0.032596430401987904,-0.00702434421150907,-0.024216444466134867
E01001540,7.838989133911339,-0.03557570640916723,-0.008214484142081712,-0.029399423489553843
E01001541,7.753755868096887,-0.03565780816951882,-0.008143776481972835,-0.028083609358400555
E01001542,7.663894588338293,-0.03550267724615799,-0.008022536013504505,-0.026826689034075736
E01001543,7.414366549247015,-0.033338214461735335,-0.007044037069492372,-0.02467030591149759
E01001544,7.708723564027511,-0.036552833029955496,-0.0080226754249231,-0.02717374220276302
E01001545,6.620019582802389,-0.025819201971375806,-0.0034188965220276033,-0.018087227013861278
E01001546,6.503926947286364,-0.023481356798943115,-0.002936536274000811,-0.017248110823065252
E01001547,6.531275613877682,-0.02418384340864961,-0.0029696505808862483,-0.01749536970780318
E01001548,6.627508993432946,-0.025931828964910315,-0.0033951596242670096,-0.0182136368945376
E01001549,6.562491393309769,-0.024434856180893097,-0.003052967203865051,-0.017857342712864488
E01001550,6.63783134680863,-0.025331270597682427,-0.003361263230259104,-0.01855022319370086
E01001551,6.6206436433914995,-0.025776589667324178,-0.003480129764776374,-0.018033811068783094
E01001552,6.483069788967909,-0.02269384080162716,-0.0029197629883113917,-0.017106550850015185
E01001553,6.654598532626779,-0.029945045485663596,-0.0023556111816208027,-0.01826902526675414
E01001554,6.761878795522145,-0.027988498947674273,-0.0026841658811185753,-0.01866534769904305
E01001555,6.701674355155489,-0.025260784927110834,-0.002649319542313685,-0.017926023828426663
E01001556,6.417835767932905,-0.025778381342099366,-0.0013274998940909877,-0.01812369519642703
E01001557,6.6288716706125435,-0.02247797223919749,-0.00248807971156407,-0.017201162811405296
E01001558,6.678715560547212,-0.02477617793140985,-0.002591321812825482,-0.01820292864119718
E01001559,6.487647360485875,-0.017760415185630964,-0.002251974881779655,-0.016317640126032554
E01001560,6.593765445528428,-0.028968107155791407,-0.002098704140619036,-0.018757185369674814
E01001562,6.732807364277538,-0.03097215049193887,-0.0025232555167607478,-0.019270992056919962
E01001563,6.948630945151943,-0.03637662146572244,-0.0021831563430471787,-0.023532879952161894
E01001564,7.03147929922423,-0.03660119898861743,-0.0026540990803918824,-0.02413219176167046
E01001565,7.0994283862616125,-0.03359052807452185,-0.0029733229093963634,-0.025970139481828823
E01001566,7.060678418899569,-0.032408836353933976,-0.0030245969563129924,-0.02575744591523895
E01001567,7.436194431738156,-0.0325455199274014,-0.005020746433506887,-0.0291826578970005
E01001568,7.19837920113774,-0.03271264902545526,-0.0033102457895266522,-0.027383540961731415
E01001569,7.196350403597135,-0.03768551089270078,-0.003601608517582709,-0.025120254324926775
E01001570,6.921900815807823,-0.03851646937372449,-0.0021635936254765648,-0.02224287602360216
E01001571,6.190327067542885,-0.0020421713831801185,-4.473714525665695e-06,-0.020320865383533716
E01001572,6.2278341782019755,-0.001717969651200654,0.0003626275473479941,-0.021859712375940248
E01001573,6.148147472993829,-0.0008328859409090245,0.00022027706220533252,-0.020038148022340007
E01001574,6.203010997511264,-0.0006215926093665197,0.0009442924529480222,-0.02234601155725867
E01001575,6.218804364899048,-0.006056069721114882,-0.0017381512174323294,-0.01706569713833604
E01001576,6.155281982470789,-0.005572359830240632,-0.001806724136336436,-0.015504664146875112
E01001577,6.2041557639993705,-0.004820756552944618,-0.0013301756426827502,-0.017791221427584075
E01001578,6.234782941592604,-0.0036194217882484763,-0.000725394068250949,-0.019845559452564734
E01001579,6.154077559047828,-0.0037905979801726476,-0.001347456149271906,-0.016803483669864547
E01001580,7.066069994263287,-0.019509271767773458,-0.0062930845023110105,-0.025630753606172743
E01001581,6.934097075983855,-0.018490456991668482,-0.005783812071892791,-0.02432090396113339
E01001582,6.474678588335216,-0.017707563211532593,-0.0025352568776570404,-0.020116119746819518
E01001583,6.788835340397871,-0.01871784180540314,-0.004269361856434399,-0.02345289952983983
E01001584,6.840188111618554,-0.018893040770731125,-0.003524811894380149,-0.024624389928113104
E01001585,7.0614481970866745,-0.020121857459601867,-0.006863582600583482,-0.02463590354747084
E01001586,7.1394733656667455,-0.020461434687199635,-0.0071668547845266314,-0.025575518622160696
E01001587,7.189929395052953,-0.02217986070735635,-0.007305783299651424,-0.025642297129967236
E01001588,6.511505129140563,-0.007276910890468169,-0.0035755616697120177,-0.021501057445587127
E01001589,6.586205909642545,-0.00959798583050403,-0.0041322690591337865,-0.02199533752111991
E01001590,6.703457566141475,-0.013597087300201115,-0.004925924683508727,-0.022450591261632596
E01001591,6.616832210937206,-0.011848521968094904,-0.004136763898382824,-0.022074397436700866
E01001592,6.817264719789801,-0.016328325449953933,-0.005557378777107531,-0.0230774479709408
E01001593,6.800718665958361,-0.017589634047251813,-0.005011144515144779,-0.02315511566525272
E01001594,6.667776886619221,-0.014442049266101629,-0.0043835761300563625,-0.022220576265918557
E01001595,6.593259666810855,-0.013376615062032846,-0.0039494279932832735,-0.021687805404240264
E01001596,7.458628250500019,0.006477557066678836,-0.008183550645890842,-0.03548934586172212
E01001597,7.174893672007988,-0.0021742972366295688,-0.00735617210264751,-0.02767077126137358
E01001598,7.35980353264616,0.0007135180586321926,-0.008605457969870039,-0.030926251653404506
E01001599,7.451196302670653,0.005104941285568121,-0.008856967388141613,-0.03416299649690531
E01001600,7.330720402686821,0.005932034238845798,-0.008501662954403645,-0.032925431586647395
E01001601,7.263421190552005,0.007521294492538652,-0.007656910742669945,-0.03336526787499212
E01001602,7.5406958995736115,0.0011784794636367502,-0.008934045879807485,-0.03391442437850074
E01001603,7.570164124243927,0.0035696734119318764,-0.008747025023383192,-0.035572641958046936
E01001604,6.7012697564221675,-0.0026445374123764912,-0.006324470309451875,-0.021756001034529633
E01001605,6.732441714471083,-0.000738831143650736,-0.004465440263213861,-0.02442197324052739
E01001606,6.722886562605786,-0.0007882556550088821,-0.004985157341411736,-0.023748902258621522
E01001607,6.6610665446550765,-0.0013316988542112374,-0.005166559214731777,-0.02255575260806761
E01001608,6.862836784754785,-0.003278884653463928,-0.008142622793137592,-0.02302924347418455
E01001609,6.830880429185619,-0.004812444844705286,-0.008758690480820511,-0.021345767559946445
E01001610,6.590086114070031,0.00010809676007218598,-0.003917894163842968,-0.02324911509124273
E01001611,6.569613077079137,-0.0006171676523099006,-0.004176763802391138,-0.022535152723571938
E01001613,7.062584773679491,-0.00384440675933646,-0.010282194730725176,-0.024694791248541407
E01001614,6.84501637470786,-0.008762269610419015,-0.009238303375012476,-0.022796935117835683
E01001615,6.929392308108717,0.00011982551694970575,-0.00852886558859149,-0.023777138197500734
E01001617,7.25360194380389,0.0030549134993813486,-0.009328108512902089,-0.03005847277416046
E01001618,7.185725266227546,-0.010509826625160545,-0.010602967973583732,-0.027125024631969107
E01001619,7.21026265129241,0.0023180230393155567,-0.00864020728819721,-0.03050861971187237
E01001620,6.6683324880907,-0.007549416688625667,-0.006950479691324689,-0.019688595771194518
E01001621,6.70602756220079,-0.005575146827995274,-0.007537629427328564,-0.0200093795841279
E01001623,6.433327631583413,-0.011096401935078024,-0.004119500081059132,-0.018558687263561902
E01001624,6.521985937763385,-0.003504962749370979,-0.004628024419436105,-0.020842056439582396
E01001625,6.565987703085157,-0.006628661210112568,-0.005557451842361586,-0.01990187715832093
E01001629,6.4994591827348565,-0.00831890521118088,-0.003569202123943788,-0.01864116076909641
E01001631,6.437059045661216,-0.006245492727409256,-0.0031635936784350643,-0.0186464831455921
E01001632,6.396907318305116,-0.0035999615236115973,-0.002711018458923173,-0.019455739861511685
E01001633,6.507707900974218,-0.004685934904577305,-0.0033595663229504073,-0.02034682466147133
E01001634,6.472668454615497,-0.005559797928288493,-0.0032715756065116175,-0.01941996229182233
E01001635,6.324359813301158,-0.0015464631033146187,-0.0019008278241593683,-0.019932854419638803
E01001636,6.390514416832919,-0.0023700905521439816,-0.0024653781434010036,-0.020118822321665515
E01001637,6.473497773141013,-0.003362661967346671,-0.0030078171919144057,-0.020558037809251344
E01001638,7.679659598495278,-0.01821747554479331,-0.010442816327384488,-0.02812382575195614
E01001640,6.815758347057558,-0.020804244244605294,-0.005359559407097548,-0.02152316857238161
E01001641,7.07703517412791,-0.02230484970548568,-0.006784377922147341,-0.023159777956641724
E01001642,7.508528227133944,-0.020462439401971524,-0.00929560892465799,-0.027788557641805926
E01001644,7.479813570500299,-0.017897688685122218,-0.009399318490180398,-0.027156807953189352
E01001645,6.316668950931104,-0.008350233815243724,-0.0031686807399304824,-0.018732876274854544
E01001646,6.349327174773939,-0.002189109874107878,-0.0029237836603717665,-0.020586378441466224
E01001647,6.371988867369419,-0.01360824557514002,-0.0030126738034841173,-0.018797874699789194
E01001648,6.373832957267295,-0.0018102758254913403,-0.003225895039840712,-0.02059187635806406
E01001649,6.411612255297996,-0.006343181537802702,-0.004058962989646218,-0.019343346098793627
E01001650,6.47774949284817,-0.008842824515477538,-0.0034017523900395632,-0.021109748621270196
E01001651,6.382569649995448,-0.0053213549208569084,-0.0030539190704866916,-0.020546742894461532
E01001652,6.529606329660297,-0.013454318103350814,-0.0036985047754256833,-0.020946964515930665
E01001653,6.7168581554524245,-0.0015734302055385035,-0.006195619599437874,-0.021402558082387425
E01001654,6.756765184919603,-0.008500472106746274,-0.00504043469114409,-0.021686279694113388
E01001655,6.812833623612219,-0.0007864958708200948,-0.006629035462832875,-0.022564565811171985
E01001656,6.618181649493221,-0.01609372225667127,-0.002280585333525792,-0.022836230804667304
E01001657,7.072237258888562,-0.01354635362487001,-0.004262063155587713,-0.028551551908080366
E01001658,6.643232476703387,-0.013039978510161879,-0.003210215303983334,-0.022319537803877264
E01001659,6.593016088035439,-0.012383390794073995,-0.004184104376295399,-0.020061481527706766
E01001660,6.669804290798033,-0.009843560500155946,-0.004800767321052703,-0.02064775075673925
E01001661,6.703830100019279,-0.002395911706401299,-0.00717621077178264,-0.020491179990971893
E01001662,6.828166186969597,-0.021845033961000924,-0.005406064756523838,-0.02166972195897435
E01001664,6.893337077043675,-0.023828951499706194,-0.00559411788777682,-0.02180180193356518
E01001665,6.834736934509802,-0.019440862429204737,-0.005742184178259938,-0.022145745887107382
E01001666,6.7343702465463515,-0.013507038035274699,-0.005605540803334549,-0.022284005010712777
E01001667,6.658282891825719,-0.01945892740170603,-0.004941923617224366,-0.01998426395749802
E01001668,6.698159436708513,-0.02318163407123289,-0.004818331011797651,-0.019589302396021684
E01001669,6.175395342530802,0.0006971824222314245,0.0007384811909570341,-0.021398885141353904
E01001671,6.283503235672864,-0.0003165916300838529,-0.0009895371363697354,-0.020927964378498247
E01001672,6.253440467257002,-0.003841958923176486,-0.0020999953930827524,-0.01730001773353531
E01001673,6.289319507169038,-0.0035794843091599624,-0.0021863793265972983,-0.01801941730880614
E01001674,6.1465613624734985,-0.002192644957696638,-0.0012017403203758055,-0.017128415437968118
E01001675,6.306736128362525,-0.002728163744817838,-0.0020974277655337673,-0.018825817204708876
E01001676,6.1291752943388325,-0.00017928626659301228,-0.0001272607800391866,-0.019209724685879427
E01001677,6.158051458065415,-0.0005730272481966753,-0.0008566483353695167,-0.018469104868567343
E01001678,6.423144188470185,-0.0012157278748967252,-0.0014329701302550468,-0.02263436579349233
E01001679,6.550322500279284,-0.000804913001277361,-0.003204734091074927,-0.02317089547683135
E01001680,6.57683786374794,-0.0007473019691231972,-0.003048134619938648,-0.0236377314165633
E01001681,6.533313197511516,-0.0017648666768685858,-0.0030327410882645504,-0.02250200174042919
E01001682,6.595353876685548,-0.0003861281083751226,-0.003318673165872683,-0.02384785925815622
E01001683,6.437312558645362,-0.0010605152015065802,-0.0022854011141631037,-0.021786470861114102
E01001684,6.465608069835763,-0.0008509352518010892,-0.0020165137876487493,-0.02281300959892156
E01001685,6.358122064106624,-0.0005375598850946416,-0.0013983148981955313,-0.02172295203549169
E01001686,6.546354040913594,-0.0017162559989166506,-0.003201162485003341,-0.022681403365169123
E01001687,6.402704974103574,-0.010080465455198619,-0.0034729215653557435,-0.016298578982399645
E01001688,6.169865481033115,-0.010879017473091097,-0.002560256217529645,-0.011910220654533472
E01001690,6.190737180787944,-0.00978087497642749,-0.0024356390306595546,-0.01316246215833595
E01001692,6.138251330714596,-0.009193438800004266,-0.0024191859491574626,-0.012325052213655329
E01001693,6.201074951608796,-0.00830468090960386,-0.0022691256267611225,-0.014586318682219828
E01001694,6.133125072691434,-0.00765667240242756,-0.002210225634658884,-0.013413453288011381
E01001695,6.522428353111916,-0.007343323113062725,-0.0036388269777763386,-0.01925795776372245
E01001696,6.528230673559697,-0.007501894336416154,-0.003699001553012329,-0.019318426636036688
E01001697,6.544295918100729,-0.005751219303686467,-0.0036032294561173447,-0.020319709604064623
E01001698,6.547020536752754,-0.004229905088010147,-0.0034615852130009403,-0.0212895549785231
E01001699,6.522810553786148,-0.006018852501445585,-0.003592694457921511,-0.02008854521022399
E01001700,6.5438763387561085,-0.005121825602931493,-0.003518028504655657,-0.02058577815876739
E01001701,6.515830617454746,-0.0023817232643414676,-0.003284544398814841,-0.02197786306783899
E01001702,6.532176661218152,-0.0037483721422766764,-0.003413737335223827,-0.021457197248061787
E01001703,6.5416103844413085,-0.003307936562550254,-0.00331946366667486,-0.021676502414396583
E01001704,6.514340719743245,-0.0023090712249131742,-0.0030315725554603927,-0.02191104069772492
E01001705,6.4994801921243806,-0.006956533154973299,-0.0036120300152469517,-0.020035705556826548
E01001706,6.478010663111853,-0.005603519528122589,-0.0035760738487852417,-0.020989417761133847
E01001708,6.475479509277392,-0.005724602511836194,-0.003469680834435318,-0.02078750286578044
E01001709,6.524856585866987,-0.006575130794850836,-0.003979980378333118,-0.02211497383448802
E01001710,6.486250124709289,-0.006164364974271863,-0.0035463865634133493,-0.020363729314334496
E01001712,6.518960089176791,-0.007112606594419757,-0.003742133180926095,-0.02132702264962561
E01001713,6.485348990089141,-0.005153769406767733,-0.003693199593565677,-0.021818282283514887
E01001714,6.877891595101156,-0.027264777905974723,-0.002765711462639356,-0.022385599377874873
E01001715,6.970840729211728,-0.026798907992773617,-0.0028858345468647448,-0.024077396843801918
E01001716,7.089885818745989,-0.02642232513261144,-0.0031655782619755954,-0.025514005927392773
E01001717,6.840848346948376,-0.02390108812528368,-0.002961204182209626,-0.02142512557765185
E01001718,7.100602406052591,-0.0230602926122137,-0.003691844315544092,-0.024624401351061607
E01001719,6.6900488513121275,-0.019942118710827496,-0.002972055292341292,-0.019088816289446968
E01001720,6.815245561039717,-0.020153504669512795,-0.003250506547037859,-0.02098989868286376
E01001722,6.0034311540555585,-0.007422538286188838,-0.0017668819440965458,-0.014069679670874382
E01001723,6.030731808507113,-0.010677101963525625,-0.0015475504281778937,-0.014509717566373412
E01001724,6.066670021919296,-0.012875914562545568,-0.0015222179786378296,-0.014653540717947914
E01001725,6.070607825995775,-0.009450615347218725,-0.001730951656178203,-0.019115659471577617
E01001726,6.137570481551994,-0.011941354035975387,-0.0018298558485847487,-0.018793223446291314
E01001727,5.923055039573376,-0.005790409213181664,-0.0015074182642824392,-0.01736228239117353
E01001728,5.877941094522708,-0.004617746976329953,-0.0015138455854254293,-0.015285547058898221
E01001729,6.5274550526700645,-0.01511821964319435,-0.0020384838210029733,-0.014716937610299862
E01001730,6.63409607552769,-0.0159720866831243,-0.0024169931947735862,-0.01563402645775352
E01001731,6.760465174866754,-0.016276790203036302,-0.003067544321002468,-0.01671825286653769
E01001732,6.699040774350741,-0.0158082156492714,-0.002801523491217898,-0.01628583698868084
E01001733,6.539280342905165,-0.01592723034156556,-0.002168395747772226,-0.014472282257345509
E01001734,6.703561117864409,-0.017549239457785238,-0.0028073325072563507,-0.015859553366679408
E01001735,6.693966743025902,-0.017064467020666267,-0.0026850658150351227,-0.015994806150730116
E01001736,6.751529212400598,-0.021160663469500657,-0.0025557646117710955,-0.01882496760288723
E01001737,6.648129393885226,-0.018516002261942874,-0.002882440836536269,-0.017231542528202182
E01001738,6.707610043521149,-0.015698113768415012,-0.003306012678039489,-0.01835070245781318
E01001739,6.781972848711397,-0.0174473368967253,-0.0031514699475316517,-0.01939500762274369
E01001740,6.783160391217503,-0.01685515297282321,-0.0030398349309435453,-0.019815831363368813
E01001741,6.5178516881732875,-0.022949536974570292,-0.001994996122462056,-0.015575075259502386
E01001742,6.588667440069611,-0.021644311125806254,-0.002315163349636082,-0.01648880872433858
E01001744,6.474427592232658,-0.015087907021707953,-0.0029476358069544413,-0.013394381481614391
E01001745,6.660150373617622,-0.015696740616763988,-0.0028269201334223115,-0.017252096429447018
E01001746,6.645096360326645,-0.01469090528132011,-0.0028909596683355304,-0.016683563260978425
E01001747,6.659009938955699,-0.016516736336069808,-0.0027788186280219875,-0.017725103997697764
E01001748,6.660176222370721,-0.01720589603255354,-0.0029782349097978947,-0.016162733299884893
E01001749,6.52385895827047,-0.015195705804337316,-0.0028312659881599526,-0.013711277488960241
E01001750,6.395718451397348,-0.014303482214288198,-0.0031110569105636176,-0.01391592508254387
E01001751,6.360775129054513,-0.012803711764296677,-0.0027451236123573995,-0.014576208816588991
E01001752,6.4395689261326545,-0.01606828227221805,-0.003168781596871946,-0.01272353554310603
E01001753,6.370097452637987,-0.014378867758248759,-0.0029393563308597395,-0.01370983637524939
E01001754,6.414515153676502,-0.01591460814994556,-0.0030943096530084797,-0.013346069629987876
E01001755,6.541104547053607,-0.01939559911280721,-0.003453441349034563,-0.012334834005344276
E01001756,6.521381640673626,-0.015503686965739047,-0.0031160674049376985,-0.015018352770180356
E01001757,6.719671103842774,-0.01697450035793874,-0.0029559937681399645,-0.016340992458362236
E01001758,6.712047782022948,-0.01584312726844264,-0.0030242251971068397,-0.016450838967983175
E01001759,6.658092509841129,-0.015133092004336483,-0.002982255569339157,-0.016161827849635033
E01001760,6.746768209646493,-0.016600711810137517,-0.003066549313121697,-0.016460890266305428
E01001761,6.6303074490039275,-0.015592773746426675,-0.0029405641317493264,-0.015131388156524497
E01001762,6.622283566823695,-0.015416713845064288,-0.0029146962378779357,-0.014474521008244375
E01001763,6.500414667455298,-0.014470080712787568,-0.002721286729925781,-0.0128995632560883
E01001764,6.453213334166122,-0.015761581425108594,-0.002442841929685212,-0.014801598920200176
E01001765,6.50180447930911,-0.014751595054372728,-0.0025877378493287667,-0.015029275730872663
E01001767,6.219707920092695,-0.011043995293372128,-0.002281074933645959,-0.012716775659550188
E01001768,6.172232114350129,-0.010820127105456458,-0.002077827804902569,-0.013318371893653341
E01001769,6.329636141855027,-0.015268685329846408,-0.0021302138580123866,-0.014410657692086512
E01001770,6.434488790369706,-0.015074120042963537,-0.0025796975353406092,-0.013209992788627212
E01001772,6.230042962833075,-0.012048461513956797,-0.0025661109937491437,-0.011038060858990124
E01001773,6.343046898225747,-0.014407745754202277,-0.0029016852098766085,-0.011772294803997545
E01001774,6.348563419407734,-0.01438476263962725,-0.002933653415610608,-0.008893509407183947
E01001775,6.1881048206551945,-0.010331767525609464,-0.0023793290836175564,-0.008175811699118019
E01001776,6.446514063519836,-0.016829144703274915,-0.0032188299096056225,-0.010157533520897752
E01001777,6.6227923825442545,-0.02155792526109468,-0.003715679479016354,-0.009777162978216472
E01001779,6.823103376542075,-0.01691532494192707,-0.004880820935095804,-0.013326989712292965
E01001780,6.804821997442847,-0.02221196233418113,-0.0043817301317580866,-0.01177267294800334
E01001781,6.693138367145989,-0.02090567278795913,-0.004055438791331828,-0.01220558636999755
E01001782,6.8054581016163915,-0.01680617500835514,-0.004737916997911354,-0.013451753546705594
E01001783,6.756992713430371,-0.018892530996394655,-0.004485994689664519,-0.01254470298687324
E01001784,6.702336928214599,-0.022611283111747316,-0.003967909372881302,-0.011201174513502554
E01001785,6.461079863373474,-0.014900962642386969,-0.0018340196530450689,-0.01395763485347486
E01001786,6.384877576539506,-0.013946780782606076,-0.0015848034015010209,-0.01335373787504702
E01001787,6.432093060234858,-0.014800614427001476,-0.002368446663054825,-0.012485053903632273
E01001788,6.455388252588866,-0.01515890915549436,-0.002136935791368479,-0.013078743160218242
E01001789,6.5095278084705255,-0.015804727762986744,-0.002371673836348596,-0.013543888217599057
E01001790,6.405668899630893,-0.014379414862637205,-0.001677464638581574,-0.013431291825931313
E01001791,6.4823800628702575,-0.015510032239871123,-0.0020801424933119396,-0.013592614659114313
E01001792,6.353534465385944,-0.013912668579950199,-0.0025284869980106055,-0.012107586915678203
E01001793,6.519127826403047,-0.016299422423151754,-0.0025714456604845086,-0.013454979864178072
E01001794,6.555002193671465,-0.017139026668435385,-0.0026735087942670816,-0.013840011508887393
E01001795,6.625256500149174,-0.017355024074411387,-0.002638009196662459,-0.014864667426000708
E01001796,6.58261618002598,-0.016668759284320035,-0.0024815212333136093,-0.014524431456767937
E01001798,6.016964791600141,-0.0066053367260169756,-0.002127169704821414,-0.011420472909572092
E01001799,6.349898096262497,-0.01809513733373646,-0.0024750616517509117,-0.01811574597344258
E01001800,6.188000431276759,-0.014719473570265878,-0.001979418940858098,-0.017567323131656598
E01001801,6.344829530356003,-0.02202470110345787,-0.002143140322980466,-0.013905392018510085
E01001802,6.298088928734632,-0.01954013568689091,-0.002197132039885063,-0.015306763238669377
E01001803,6.500309962363008,-0.022791082608528117,-0.0023786629746027177,-0.015625571641090224
E01001804,6.434584889831146,-0.02299874280289111,-0.002427556448502465,-0.015087778934797706
